url,fetched_at,title,meta_description,h1,og_title,og_description,og_image,twitter_title,twitter_description,canonical,robots,hreflang,images_alt_joined
https://www.manefa.ru/product/pryazha-rosarios-ciranda,2025-10-04T12:29:33.754151+00:00,"Ciranda - летняя пряжа для вязания из льна, хлопка и вискозы Rosarios 4: купить в интернет-магазине пряжи Манефа","Купить летнюю пряжу для вязания на спицах со льном Ciranda Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4 Ciranda (48% лён, 24% хлопок, 24% вискоза, 4% полиэстер)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-crochet-12,2025-10-04T12:29:31.361594+00:00,Хлопок мерсеризованный для вязания крючком можно купить в интернет-магазине пряжи Манефа,"Купить тонкий мерсеризованный хлопок как Ирис для вязания крючком с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Пряжа ROSARIOS 4 Хлопок мерсеризованный № 12 (100% мерсеризованный хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-crochet-12-print,2025-10-04T12:29:31.467857+00:00,Хлопок мерсеризованный для вязания крючком можно купить в интернет-магазине пряжи Манефа,"Купить тонкий мерсеризованный хлопок как Ирис для вязания крючком с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Пряжа ROSARIOS 4 Хлопок мерсеризованный принт № 12 (100% мерсеризованный хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-iaque,2025-10-04T12:29:32.718315+00:00,Пряжа для вязания лён и шерсть Iaque Rosarios 4: купить в интернет-магазине пряжи Манефа,"Купить пряжу с пухом яка для вязания на спицах Iaque Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4 Iaque (89% органическая шерсть, 11% пух яка)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-monchique,2025-10-04T12:29:29.931316+00:00,Пряжа Monchique Rosarios 4: купить воздушную цепочку из альпака в интернет-магазине пряжи Манефа,"Купить пряжу альпака для вязания на спицах Monchique Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4 Monchique (63% альпака, 37% полиамид)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-odemira,2025-10-04T12:29:33.259932+00:00,Odemira - летняя пряжа для вязания из органического хлопка Rosarios 4: купить в интернет-магазине пряжи Манефа,"Купить летнюю пряжу для вязания на спицах из мягкого хлопка Odemira Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Пряжа ROSARIOS 4 Odemira (100% органический хлопок GOTS),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-paillettes,2025-10-04T12:29:32.021323+00:00,Пряжа с пайетками для вязания Paillettes Rosarios 4: купить в интернет-магазине пряжи Манефа,"Купить пряжу с пайетками для вязания на спицах Paillettes Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Пряжа ROSARIOS 4 Paillettes (100% полиэстер),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios-terra-tweed,2025-10-04T12:29:29.876039+00:00,Твидовая пряжа Terra Tweed Rosarios 4: купить в интернет-магазине пряжи Манефа,"Купить твид из шерсти мериноса для вязания на спицах Terra Tweed Rosarios 4 с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4  Terra Tweed (97% меринос, 3% вискоза)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-alfama,2025-10-04T12:29:24.128202+00:00,Купить лён для вязания Alfama Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из чистого льна Rosarios4 Alfama из Португалии для летней кофточки или майки с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Alfama (100% лён),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-atlantico,2025-10-04T12:29:26.560679+00:00,Пряжа Atlantico Rosarios 4: купить мягкий орагнический хлопок с вискозой в интернет-магазине пряжи Манефа,"Купить пряжу с ораганическим хлопоком для вязания на спицах Rosarios 4 Atlantico с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4 Atlantico (80% органический хлопок, 20% морские водоросли)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-atlantico-2,2025-10-04T12:29:26.254919+00:00,Пряжа Boa-Vai-Ela Rosarios 4: купить фантазийную летнюю ленточную пряжу в интернет-магазине пряжи Манефа,"Купить летнюю секционную пряжу с хлопоком и вискозой для вязания на спицах Rosarios 4 Boa-Vai-Ela с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа ROSARIOS 4 Boa-Vai-Ela (38% хлопок, 32% акрил, 30% вискоза)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-aurora,2025-10-04T12:29:24.167687+00:00,Купить пряжу мохер на шелке Aurora Rosarios4 для вязания в интернет-магазине пряжи Манефа,"Купить пряжу Aurora Rosarios 4 мягкий кид мохер с шёлком для вязания с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Aurora (70% кид мохер, 30% шёлк)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-bairro-alto,2025-10-04T12:29:24.457398+00:00,Купить пряжу из хлопка для вязания Bairro Alto Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из чистого мягкого хлопка с твидовым эффектом Rosarios4 Bairro Alto из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Bairro Alto (100% хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-bio-love,2025-10-04T12:29:25.494787+00:00,Купить пряжу из органического хлопка для вязания Bio Love Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из чистого мягкого органического хлопка для детей Rosarios4 Bio Love из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Bio Love (100% органический хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-biowool,2025-10-04T12:29:22.635204+00:00,Купить пряжу органическая натуральная шерсть для вязания Biowool Rosarios4 в интернет-магазине пряжи Манефа,"Купить мягкую пряжу из органической шерсти Rosarios 4 Biowool из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Biowool (100% органическая шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-camwool,2025-10-04T12:29:23.279141+00:00,Купить пряжу пух верблюда с шерстью мериноса для вязания Camwool Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из мягкого беби верблюда и шерсти мериноса Rosarios4 Camwool из Пртугалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Camwool (80% шерсть мериноса экстрафайн, 20% пух верблюда)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-capuccino,2025-10-04T12:29:23.317555+00:00,Купить пряжу шерсть с вискозой для вязания Capuccino Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из мягкой шерсти экстрафайн с молочным волокном Capuccino Rosarios4 из Португалии для свитера или шапки с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Capuccino (70% шерсть экстрафайн, 30% молочное волокно)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-damasco,2025-10-04T12:29:26.187792+00:00,Купить пряжу для вязания спицами и крючком Damasco Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу для вязания на спицах и крючком Damasco Rosarios4 с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Damasco (70% хлопок, 30% лён)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-for-nature,2025-10-04T12:29:24.732563+00:00,Купить пряжу для вязания спицами For Nature Rosarios 4 в интернет-магазине пряжи Манефа,"Купить хлопковую пряжу для вязания на спицах For Nature Rosarios4  с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 For Nature (100% органический хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-invicta,2025-10-04T12:29:24.832709+00:00,Купить пряжу для вязания Invicta Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу для вязания платка или бактуса в мотке 150 граммов Rosarios4 Invicta из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Invicta (51% шерсть, 49% акрил)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-jardim,2025-10-04T12:29:22.761338+00:00,Купить пряжу шерсть мериноса с хлопком для вязания Jardim Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из хлопка и шерсти мериноса супервош Jardim Rosarios4 из Португалии для объемного свитера с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Jardim (45% хлопок, 55% шерсть мериноса супервош)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-lalala,2025-10-04T12:29:24.924314+00:00,Купить объемную пряжу для вязания руками Lalala Rosarios 4 в интернет-магазине пряжи Манефа,"Купить объемную толстую пряжу для вязания пледа руками Lalala Rosarios4 из Португалии с быстрой доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Lalala (100% органическая шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-madragoa,2025-10-04T12:29:23.644824+00:00,Купить пряжу 100% шелк Madragoa Rosarios4 для вязания в интернет-магазине пряжи Манефа,"Купить пряжу Madragoa Rosarios 4 чистый буретный шелк для вязания спицами с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Madragoa (100% шёлк tussah),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-marvila,2025-10-04T12:29:30.102730+00:00,Купить лён для вязания Marvila Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из чистого льна Rosarios4 Marvila с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Marvila (100% лён),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-meia,2025-10-04T12:29:23.368822+00:00,Купить носочную пряжу для вязания шерсть мериноса с полиамидом Meia и Meia Print Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу из шерсти мериноса c полиамидом Meia Rosarios4 из Португалии для вязания носков и перчаток с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Meia (70% меринос, 30% полиамид)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-merino4us,2025-10-04T12:29:24.215125+00:00,Купить пряжу 100% меринос экстрафайн Merino4us Rosarios4 для вязания в интернет-магазине пряжи Манефа,"Купить пряжу Merino4us Rosarios 4 шерсть мериноса экстрафайн для вязания спицами с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Merino4Us (100% шерсть мериноса экстрафайн),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-merinoland,2025-10-04T12:29:24.089838+00:00,Купить пряжу Merinoland Rosarios4 из шерсти мериноса для вязания в интернет-магазине пряжи Манефа,"Купить пряжу Merinoland Rosarios 4 из мягкой шерсти мериноса для вязания детских и нательных изделий с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Merinoland (100% шерсть мериноса),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-meubem,2025-10-04T12:29:23.595458+00:00,Купить пряжу Meu Bem Rosarios4 пушистая альпака с мериносом для вязания в интернет-магазине пряжи Манефа,"Купить пряжу Meu Bem Rosarios 4 из пушистой альпаки с мериносом для вязания мягкого свитера и носков с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Meu Bem (62% шерсть, 15% альпака, 23% полиамид)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-principe-real,2025-10-04T12:29:24.960629+00:00,Купить летнюю пряжу для вязания спицами Principe Real Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу с шелком, хлопком и льном для вязания на спицах летних кофточек Principe Real Rosarios4 из Португалии с быстрой доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Principe Real (50% лён, 36% хлопок, 14% шёлк)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-re-use,2025-10-04T12:29:24.875856+00:00,Купить пряжу из переработанного хлопка для вязания Re-Use Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу для вязания из переработанного хлопка Rosarios4 Reuse из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Re-Use (100% переработанный хлопок),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-sol,2025-10-04T12:29:26.066122+00:00,Купить блестящую пряжу с люреком для вязания Sol Rosarios 4 в интернет-магазине пряжи Манефа,"Купить блестящую декоративную пряжу c люреком Rosarios4 Sol из Португалии с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа","Пряжа ROSARIOS 4 Sol (44% хлопок, 35% полиэстер, 11% металлик, 10% полиамид)",,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-tec,2025-10-04T12:29:25.636857+00:00,Купить пряжу для вязания спицами TEC Rosarios 4 в интернет-магазине пряжи Манефа,"Купить пряжу для вязания на спицах из шерсти супервош superwash TEC Rosarios4 с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 TEC (100% шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-tentacao,2025-10-04T12:29:23.550367+00:00,Купить пряжу неравномерной скрутки из шерсти для вязания Tentacao Rosarios 4 в интернет-магазине пряжи Манефа,"Купить шерстяную мягкую пряжу неравномерной скрутки Tentacao Rosarios4 из Португалии для свитера или шарфа с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Tentação (100% шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-tentacao-2,2025-10-04T12:29:24.246128+00:00,Купить пряжу неравномерной скрутки из шерсти для вязания Tentacao Rosarios 4 в интернет-магазине пряжи Манефа,"Купить шерстяную мягкую пряжу неравномерной скрутки Tentacao Rosarios4 из Португалии для свитера или шарфа с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Tentação Tweed (100% шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-rosarios4-tradicao,2025-10-04T12:29:25.213207+00:00,Купить пряжу для вязания спицами Tradicao Rosarios 4 в интернет-магазине пряжи Манефа,"Купить шерстяную пряжу для вязания на спицах объемных шапок и свитеров Tradicao Rosarios4 с доставкой по Москве, Санкт-Петербургу и России в интернет-магазине Манефа",Пряжа ROSARIOS 4 Tradicao (100% шерсть),,,,,,,,,
https://www.manefa.ru/product/pryazha-soft-donegal,2025-10-04T12:29:25.784132+00:00,Твид Soft Donegal: купить пряжу на бобинах в интернет-магазине пряжи Манефа,"Купить твидовую пряжу на бобине для вязания на спицах и на машине Soft Donegal с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа DONEGAL YARNS 1/3.8 Nm Soft Donegal (100% шерсть мериноса), грамм",,,,,,,,,
https://www.manefa.ru/product/pryazha-soft-donegal-2,2025-10-04T12:29:26.297048+00:00,Твид Soft Donegal: купить пряжу на бобинах в интернет-магазине пряжи Манефа,"Купить твидовую пряжу на бобине для вязания на спицах и на машине Soft Donegal с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа","Пряжа DONEGAL YARNS 2/3.8 Nm Soft Donegal (100% шерсть мериноса), грамм",,,,,,,,,
https://www.manefa.ru/product/retsept-1-bezrukavka,2025-10-04T12:29:27.102896+00:00,Описание по вязанию безрукавки спицами в магазине пряжи Манефа,Купить печатное описание по вязанию безрукавки спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 1 ""Безрукавка""",,,,,,,,,
https://www.manefa.ru/product/retsept-10-top-s-rukavami-iz-mohera,2025-10-04T12:29:31.389906+00:00,Описание по вязанию ажурного кардигана спицами в магазине пряжи Манефа,Купить печатное описание по вязанию ажурного кардигана спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 10 ""Топ с рукавами из мохера""",,,,,,,,,
https://www.manefa.ru/product/retsept-11-sharf-stambul,2025-10-04T12:29:34.700739+00:00,"Рецепт № 11 ""Шарф Стамбул"" - купить по выгодной цене | manefa.ru",Предлагаем купить Рецепт № 11 Шарф Стамбул.Цена - 250 руб. Быстрая доставка.☎️ +7-911-779-55-35Смотрите все товары в разделе «ПРОЕКТ,"Рецепт № 11 ""Шарф Стамбул""",,,,,,,,,
https://www.manefa.ru/product/retsept-2-shal,2025-10-04T12:29:27.360617+00:00,Описание по вязанию шали спицами в магазине пряжи Манефа,Купить печатное описание по вязанию шали с мохером спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 2 ""Шаль""",,,,,,,,,
https://www.manefa.ru/product/retsept-3-cviter-kotoryy-podhodit-vsem,2025-10-04T12:29:27.329171+00:00,Описание по вязанию свитера регланом спицами в магазине пряжи Манефа,Купить печатное описание по вязанию свитера из твида спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 3 ""Cвитер, который подходит всем""",,,,,,,,,
https://www.manefa.ru/product/retsept-4-top-bez-rukavov,2025-10-04T12:29:28.098578+00:00,Описание по вязанию шали спицами в магазине пряжи Манефа,Купить печатное описание по вязанию шали с мохером спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 4 ""Топ без рукавов""",,,,,,,,,
https://www.manefa.ru/product/retsept-5-vozdushnyy-kardigan,2025-10-04T12:29:27.831868+00:00,Описание по вязанию ажурного кардигана спицами в магазине пряжи Манефа,Купить печатное описание по вязанию ажурного кардигана спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 5 ""Воздушный кардиган""",,,,,,,,,
https://www.manefa.ru/product/retsept-6-para-beretov,2025-10-04T12:29:30.049064+00:00,Описание по вязанию ажурного кардигана спицами в магазине пряжи Манефа,Купить печатное описание по вязанию ажурного кардигана спицами со схемой в интернет-магазине пряжи Манефа,"Рецепт № 6 ""Пара беретов""",,,,,,,,,
https://www.manefa.ru/product/retsept-8-manishka-s-bahromoy,2025-10-04T12:29:35.160235+00:00,"Рецепт № 8 ""Манишка с бахромой"" - купить по выгодной цене | manefa.ru",Предлагаем купить Рецепт № 8 Манишка с бахромой.Цена - 250 руб. Быстрая доставка.☎️ +7-911-779-55-35Смотрите все товары в разделе «ПРОЕКТ,"Рецепт № 8 ""Манишка с бахромой""",,,,,,,,,
https://www.manefa.ru/product/spitsy-ginger-beryozovye-chulochnye-15-sm-5-shtuk,2025-10-04T12:29:33.480039+00:00,Спицы Ginger Knit Pro: купить деревянные чулочные спицы в интернет-магазине пряжи Манефа,"Купить чулочные спицы Ginger Knit Pro из березы 15 см с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Спицы GINGER берёзовые чулочные 15 см (5 штук),,,,,,,,,
https://www.manefa.ru/product/spitsy-ginger-beryozovye-krugovye-80-sm,2025-10-04T12:29:33.440776+00:00,Спицы Ginger Knit Pro: купить деревянные круговые спицы на леске 80 см в интернет-магазине пряжи Манефа,"Купить круговые спицы Ginger Knit Pro из березы на леске 80 см с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Спицы GINGER берёзовые круговые 80 см,,,,,,,,,
https://www.manefa.ru/product/spitsy-mindful-krugovye-100-sm,2025-10-04T12:29:31.978290+00:00,Спицы Mindful Knit Pro: купить металлические круговые спицы в интернет-магазине пряжи Манефа,"Купить кргуовые спицы Mindful Knit Pro из нержавеющей стали на леске 80 см с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Спицы MINDFUL круговые 100 см,,,,,,,,,
https://www.manefa.ru/product/spitsy-mindful-krugovye-60-sm,2025-10-04T12:29:32.155360+00:00,Спицы Mindful Knit Pro: купить металлические круговые спицы в интернет-магазине пряжи Манефа,"Купить кргуовые спицы Mindful Knit Pro из нержавеющей стали на леске 80 см с доставкой по Москве, Петербургу и России в интернет-магазине пряжи Манефа",Спицы MINDFUL круговые 60 см,,,,,,,,,
https://www.manefa.ru/product/top-letniy-sad,2025-10-04T12:29:30.466760+00:00,Описание по вязанию летнего топа по кругу снизу.,Купить понятное описание по вязанию летней кофточки спицами по кругу снизу.,"Топ ""Летний сад"" PDF",,,,,,,,,
https://www.manefa.ru/product/top-morskoe-poberezhie,2025-10-04T12:29:33.288206+00:00,Описание по вязанию летнего ажурного топа из фантазийной пряжи.,Купить понятное описание по вязанию летней кофточки спицами.,"Топ ""Морское побережье""",,,,,,,,,
